Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,User Follower Count,User Following Count,User Likes Count,User Tweets Count
1544887785064054784,2022-07-07 03:35:25+00:00,https://twitter.com/CatatanAli07/status/1544887785064054784,Kalau ini gimana QUT apakah perlu juga dicabut izin nya ? https://t.co/SFjjL1zOOa https://t.co/DWsQpZzzk7,1,0,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1544887069343789057,2022-07-07 03:32:34+00:00,https://twitter.com/CatatanAli07/status/1544887069343789057,"Masih caper ?

Abaikan Li jangan terpancing Mereka bukan kelas lo 😂 

kelas mereka Admin LAMBE TURAH 😂",0,0,3,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1544718278441897985,2022-07-06 16:21:51+00:00,https://twitter.com/CatatanAli07/status/1544718278441897985,"Cocok kali kutengok Belakangnya sama sama IN ( @BarBaro5_ )

Nadin                         saefUDIN https://t.co/d8FBhjsrdF",10,10,1,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1544717562877202433,2022-07-06 16:19:01+00:00,https://twitter.com/CatatanAli07/status/1544717562877202433,Nadin - Udin cocok kalipun kutengok😂 https://t.co/eWuJaXYu84,2,0,1,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1544347566342410246,2022-07-05 15:48:47+00:00,https://twitter.com/CatatanAli07/status/1544347566342410246,https://t.co/tl2JzJaHw6 https://t.co/Htvxmtr1MY,1,0,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1544295951417806854,2022-07-05 12:23:41+00:00,https://twitter.com/CatatanAli07/status/1544295951417806854,"Beristri ber anak masih modus sana sini jd ingat KASUS yg pernah gua tanganin KASUS nya hampir sama cuma beda Cara mengeksekusi korban aja tapi poin sama yaitu INCAR HARTA KORBAN

ISTRI Sah dirumah masakin suami ANAK dirumah nungguin AYAH nya Eh AYAH nya lagi sama Selingkuhan🤦‍♀️",33,9,6,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1543877109021839361,2022-07-04 08:39:21+00:00,https://twitter.com/CatatanAli07/status/1543877109021839361,Ini ko @TheEagle_BEN ? Jan lah ko rusuh dijogja kutempeleng juga ko nanti https://t.co/ShiQ822jRk,5,3,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1543198090680619008,2022-07-02 11:41:10+00:00,https://twitter.com/CatatanAli07/status/1543198090680619008,Bah Ngeri kali Gak kuat aku bayangin nya 😂🤦‍♀️ https://t.co/ay3Sv911s6,0,0,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1543190381034360834,2022-07-02 11:10:32+00:00,https://twitter.com/CatatanAli07/status/1543190381034360834,And before until God tells me to quit I will keep going 👊,1,1,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1542555798756241408,2022-06-30 17:08:56+00:00,https://twitter.com/CatatanAli07/status/1542555798756241408,Assalamualaikum JULI semoga jauh Lebih Baik dari JUNI dalam semua Hal Aamiin 🙏,1,1,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1542495103456989184,2022-06-30 13:07:45+00:00,https://twitter.com/CatatanAli07/status/1542495103456989184,"Habis "" NGAJI BARENG "" tapi beda lokasi 😂 Semoga Tahun depan Sudah bisa Bersama Aamiin 🤗",2,3,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1542407735077400576,2022-06-30 07:20:35+00:00,https://twitter.com/CatatanAli07/status/1542407735077400576,Nitip sendal https://t.co/hWJmODCtH6 https://t.co/oQJCb1m8x9,2,0,1,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1542163892113027077,2022-06-29 15:11:38+00:00,https://twitter.com/CatatanAli07/status/1542163892113027077,"BIKIN MALU LO @persikfckediri GA BISA BEDAIN FUN FOOTBALL SAMA LAGA RESMI...

KEK PALING BAGUS AJA MAIN NYA!!!!! https://t.co/4d6RpQ4kjh",2,0,3,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1542003353546215426,2022-06-29 04:33:43+00:00,https://twitter.com/CatatanAli07/status/1542003353546215426,"CUITAN ROHANI
KELAKUAN ROHALUS https://t.co/MVHcSm9Xwx",0,0,1,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1541968642451329026,2022-06-29 02:15:47+00:00,https://twitter.com/CatatanAli07/status/1541968642451329026,"Titip sendal YGY

Mau gawe dulu 🙄👍 https://t.co/3uN69b4IMV",4,2,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1541963424896233473,2022-06-29 01:55:03+00:00,https://twitter.com/CatatanAli07/status/1541963424896233473,ESEMKA GTR https://t.co/B1WoBcxKsB,0,0,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1541942410523074561,2022-06-29 00:31:33+00:00,https://twitter.com/CatatanAli07/status/1541942410523074561,"Lucu nya Negeri ku.....

Belum lagi yang berada dipedalaman pasti alami yang namanya susah signal terus kalau gak dapat signal mereka tidak isi bensin ?

Atau harus TETRING HP Operator Pom Bensin nya untuk dapat signal ?

RUWET!!! TEROBOSAN MANUSIA MANUSIA PUTUS ASA!! https://t.co/emG3nKoOWw",10,1,6,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1541750859540811776,2022-06-28 11:50:23+00:00,https://twitter.com/CatatanAli07/status/1541750859540811776,Nitip sendal 🙄👍 https://t.co/edJ930WH79,0,0,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1541723747144826880,2022-06-28 10:02:39+00:00,https://twitter.com/CatatanAli07/status/1541723747144826880,"DIIIIIIIIDDDDAAAAAA 

🙄👍 https://t.co/f1gkeu4lFl",10,8,3,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1541674804184764416,2022-06-28 06:48:10+00:00,https://twitter.com/CatatanAli07/status/1541674804184764416,"Itu duit semua ?? 😯

#TitipSendal https://t.co/1o7YLZm4vI",0,1,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1541623268805083136,2022-06-28 03:23:23+00:00,https://twitter.com/CatatanAli07/status/1541623268805083136,Gelar Tiker 🙄👍 https://t.co/7nQK4YVAp0,12,2,3,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1541107615253823488,2022-06-26 17:14:22+00:00,https://twitter.com/CatatanAli07/status/1541107615253823488,Tanda tanda Indonesia akan segera merdeka kah ? https://t.co/5Ak2gASL0X,20,3,4,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
