,Tweet Text
856,"Kok projo yang atur , aneh 🤣 https://t.co/04DoKL2BQl"
857,"Be happy not because everything is good, but because we can see the good side of everything... https://t.co/iNeFSqF5dC"
858,@bjorka_god @pinggir_segoro Apa untungnya saya mencari tikus seperti anda 🤣
859,@pinggir_segoro @bjorka_god 😂 https://t.co/td3eVyMVsL
860,@bjorka_god @pinggir_segoro What do you think about mouse like you ?
861,"Berarti butuh pekerjaan untuk memperbaiki ekonomi bukan murni peretas , dagelan kunyuk 😤 https://t.co/PSngyKgFdU"
862,Tegas 🔥✊🏼 https://t.co/8zdcEGBAOp
863,"Kemarin beda , sekarang beda ... ciri khas 🤣 https://t.co/wBw6XKBasL"
864,"@pinggir_segoro Hanya sebagai tikus , yang buayanya harus diburu juga"
865,Jemput bawa ke kalimantan biar di hukum adat plus hakimnya https://t.co/b8GeizGcxw
866,"CC besar pakai pertalite 🤣, punya mobil mewah ngga paham perawatan mesin 🤦🏼‍♂️ ... kalau air kelapa bisa jadi BBM mereka dengan mobil mewah pasti ngantri dari jam 2 pagi 😂🫢 https://t.co/zYaRHaRHIZ"
867,Rahasia kehidupan yang kaya adalah memiliki lebih banyak awal daripada akhir...☕️
868,@Gayatri_nkri Tebakan saya sih orang lama dengan ikon baru
869,@pinggir_segoro Hails 🤟🏻
870,@Madebylaluna Nah 🤣🍻🔥
871,@Madebylaluna Sike apa idem nih 🙄🤔
872,Memanjakan kader yang salah akan memudarkan warna gerbongnya https://t.co/x4Sg3mvubc
873,Hehe 😂 https://t.co/dPyjwVCPXo
874,📌...Pesan yang sederhana tapi punya makna https://t.co/UaJpEhSAvb
875,"@Rosses1Black Ngga punya moral , kan bicara baik2 bisa .. knp maen tendang 🤦🏼‍♂️...merasa dirinya jadi ASN itu seperti dewa dijalanan dgn plat merahnya 😤"
876,@__AnakKolong @PDI_Perjuangan @DPR_RI Yang heran banteng masih piara pejabat sombong kek effendi simbolon 🤦🏼‍♂️
877,@Madebylaluna Hakimnya harus di hukum adat juga biar paham undang-undang
878,@MorinBlue14 💙😊💙
879,@HeryIdris5 Baguslah kalo sudah diproses 👍🏻
880,Pesan halus buat Kominfo dan BSSN...☕️ https://t.co/Wm8GIftyHp
881,PNS mana tuh 🤔? Kalau bisa patahkan kakinya trus dipecat https://t.co/C4SVkBXHb2
882,"Kejujuran selalu menjadi jalan terbaik, namun banyak jalan lain hanya membawa kesombongan..."
883,@wulandari_erian Bukan hacker sih yang pastinya tapi pelawak 🤣
884,@wulandari_erian Mungkin mo pake topeng kadal biar tambah pekok 🤣
885,The worst feeling is regretting not having done something when you had the chance...☕️
886,Anggap saja mereka sedang selebrasi perpisahan ke DKI 1 dan DKI 2 🤣 https://t.co/WepBYn0Lzq
887,@wulandari_erian 🤣👍🏻
888,@RaniKancana__ Tujuannya mengalihkan fokus masyarakat dari kasus besar yang belum kelar 🤔
889,Kadalisme mokat 🤣 https://t.co/3UHQ2XW91b
890,"📌...Jadi jangan terhanyut dengan headlinenya ""Enggak hanya ke rekening polisi, melainkan semua masyarakat. Ada Oknum, ibu rumah tangga, mahasiswa, pelajar, orang swasta, PNS "" https://t.co/xMStZL2K4t"
891,@Rosses1Black Night mawar...
892,@RaniKancana__ Hanya tikus biasa 🤣🫢
893,📌...☕️ https://t.co/cETzxM5aiV https://t.co/18QHjMJYKs
894,@hannajoe20 Okay 🔥🤣✊🏼
895,@Gayatri_nkri @Bjorkanism_ Hacker maen medsos 🤣
896,TGUPP lagi nyari lapak baru 🤣 https://t.co/azg5Wck9oH
897,"Tumpeng ala bidadari , keren buat salam perpisahan #GoodbyeAnies https://t.co/DrzsP38You https://t.co/AMWmgIEPjG"
898,"Ngga punya otak tapi seperti manusia berotak , ini contoh benalu 👇🏻 https://t.co/oAAW82jcOP"
899,sekalian Hakimnya juga di hukum adat biar paham undang-undang https://t.co/8Y4yxEqYCj
900,📌...apakah buzer balkot cari lapak baru ato kembali jualan nyinyiran dilapak lama 🤔🤣🫢 https://t.co/0LsBZnwZxl https://t.co/9rHDwW4dnU
901,Puji Tuhan semuanya berjalan lancar dalam rapat paripurna... https://t.co/Ym96XjOXVF
902,"Lo juga pecundang bjorka 🤣, dasar biji kendor 😤 https://t.co/L4BH7h3dFm"
903,"Jangan biarkan aksi demo menggangu aktivitas lainnya apalagi sampai blokade jalan , nanti akhirnya menimbukan kemarahan dari pengguna jalan lainnya...mohon perhatian dari aparat ⁦@DivHumas_Polri⁩ ⁦@ListyoSigitP⁩  https://t.co/g5LuswrnUm"
904,"Bye Bang Anies , jangan lupa kelompok nasbung di berikan kerjaan 🤣 https://t.co/QSvPakQS10"
905,Testimoni hanya satu orang 🤣 https://t.co/36UTxjJjbs
906,@_memoryusang Tetap dipantau ✊🏼
907,@wulandari_erian Lagi dipantau 👍🏻
908,Ramaikan petisi ini 👇🏻✊🏼 https://t.co/anJPIhLGLW
909,"Tikus politik selalu bikin gaduh dan merasa hebat , itulah benalu https://t.co/KMBtuyJqmb"
910,"Yang lebih janggal tentang bjorka ini,  kalau dia benar hacker pastinya hanya satu titik fokusnya ke kominfo dan bssn tapi semua lingkaran pemerintah dia ganggu 🤣 https://t.co/au5xnz9ueg"
911,@SantorinisSun Porsinya dikit banget 🫢
912,Sukacita maupun kebahagiaan tidak datang dari kemudahan atau kekayaan atau dari pujian manusia tetapi dari melakukan sesuatu yang berharga... https://t.co/OSfcYvMlAZ
913,Gerombolan kadal sedang panik 🤣 https://t.co/jDgAnOcFxu
914,Yudas Anies Baswedan 👍🏻🤣🫢 https://t.co/f0VtgjSUXQ
915,"Ada pihak yang bikin tagar ""Menolak Kenaikan BBM"" dan aksi demo pun bawa tulisan ""Turunkan Jokowi"" serta ""Jokowi Mundur"", kenapa ngga bikin tulisan ""Kami Demo Karena Lapar Bukan Karena BBM"" , masih butuh bantuan tapi sombong 🤣"
916,Harusnya bawa mikropon sendiri seperti bosnya maudy 🤣 https://t.co/SYru8cqDKR
917,Seharusnya 6 bulan sebelum massa jabatan habis tidak boleh buat kebijakan https://t.co/xospUgwlBQ
918,@krucilan Sama gorengan 😂
919,Vaksinnya sexy ya 🤔🫢 https://t.co/1tFl0myw33
920,"Satu visi , yang satu berhabitat dari samudera dan yang satu berhabitat dari kandang kondi https://t.co/mnQXaqgcYT"
921,@VeelaaRhie Tumpengnya tingkat 3 ya mil 🤣
922,"Effendi simbolon bikin TNI marah , harusnya orang seperti ini tidak duduk di lingkaran pemerintah @DPR_RI @PDI_Perjuangan https://t.co/DSNwGrEdHj"
923,Di polandia ngga ada warteg tapi makan nya di warteg 🤣 https://t.co/3y9x9mwCok
924,"Buat akses bus besar , mobil pemadam sama mobil molen ukuran besar harus punya sisa jarak  2,5 m dari atap kendaraan ke atap gedung...JIS standar viva bukan FIFA 🤣 https://t.co/1jSnO70QZq"
925,Senang dengarnya 🤣 https://t.co/im6JG7nRMr
926,Hanya diajak bermain tapi jangan sampai kebawa permainannya https://t.co/YRDw5ysdXp
927,Jrenggggg 🔥 https://t.co/g3bpMQBnA1
928,Perjuangkan nasi bungkus karet dua 🤣 https://t.co/OFqk2HO1rG
929,Jangan melempem kan fasilitas perangkatnya lengkap https://t.co/6S6yWkhKKj
930,"Twitnya caper , si muke katro 👎🏻 https://t.co/MUlEM9XQS1"
931,"No matter what comes our way, stay grateful. Never lose hope and never stop fighting for what we believe in...☕️"
932,Budak nasbung 🤣 https://t.co/kyWpM8Jhnk
933,"@liquidrocx Twitnya banyak yang dihapus biar ngga terlalu monoton siapa jati dirinya , pendukungnya kadalisme 🤣"
934,@RaniKancana__ Hai ran ☕️✊🏼
935,"@liquidrocx Kalo dua nama itu sudah punya perusahaan dan gw bangga dengan mereka , rumusnya mereka bisa geser orbit satelit , kalo bjorka cuma hasil buatan dari konsep oposisi bukan hacker hanya untuk pengalihan fokus"
936,"@SantorinisSun Lukas ini licin kek belut dan sekarang baru kena , seharusnya dari dulu"
937,@TJHoois Haha 🤣
938,Bionya beralamat di polandia lalu posting status seperti guru bahasa inggris kadang pakai bahasa indonesia dan dianggap pahlawan oleh kelompok kadal 🤣
939,@Circle0fL1fe Dia biang kerok
940,@Circle0fL1fe Kadang ada tingkat erornya makanya mudah dikuliti
941,@Circle0fL1fe Betul 👍🏻
942,"Dibelakan tulisan ""Jokowi Mundur"" ada bumbu politik dari tikus politik https://t.co/e1jJekX9gG"
943,"Said Iqbal ini menjebak buruh dengan mogok nasional , pertanyaannya ketika ajakan mogok nasional kepada buruh untuk menolak kenaikan harga BBM apa ngga mikir untuk anak dan istri mereka 🤔 https://t.co/dNVrYoxY43"
944,"Konsep bjorka bikin dua lembaga jadi baper , kalau ngga diatasi akan jadi polemik dan targetnya hanya untuk mengacaukan fokus , ngga perlu diburu tapi share balik datanya ke publik biar katahuan siapa yang back up dan siapa jadi sponsor...☕️"
945,"Ada yang sedang bermain dengan parasit politik untuk ngeblur kasus besar , kalau tidak berani  untuk satu atap akan banyak celah...☕️"
946,Bjorka hanya topeng oposisi bukan berati harus gentar https://t.co/fQ58F1fZNo
947,Ngga tau diri vs ngga tau malu 🤣 https://t.co/brLpM5Xxsn
948,Percuma ada ruang persidangan dan Undang-undang kalau eksekusinya rapuh https://t.co/25srOT2ehV
949,Confidence comes not from being right but from not fearing to be wrong...☕️
950,"Ada politikus , ada juga tikus politik tapi sama saja...kadang bisa jadi teman dari muka dan dari punggungnya ternyata pecundang , kadang jadi musuh untuk tiap sudut dan sewaktu-waktu terlihat netral namun berjiwa racun...☕️"
951,"Bjorka buatan tikus politik , sebut aja JongosRp https://t.co/AIvenEmmD7"
952,@SantorinisSun Bukan tapi searah
953,"Hanya ganti nama akun , nanti juga tau diblakang akun itu...☕️ https://t.co/UcClfZNUHT"
954,@MorinBlue14 Amin 😊💙
955,"@MorinBlue14 Selamat hari minggu morin 💙, jangan lupa tersenyum 😊"
956,@valanchie Itulah si koboy peyot 😂
957,@baby_alien28 @KaredokLeunca__ Buat pengalihan fokus aja
958,@MrsRachelIn Gbu 🙏🏻
959,Introspeksi lah bukan jadi cengeng... https://t.co/rmcs1Hwpca
960,"Utang tapi ada hasil nyatanya untuk masyarakat , bukan seperti anda hanya bisa mengamati, menulis dan merengek ... belajar berpikir dengan logika  bukan asumsi https://t.co/3qSOldQcTr"
961,Happy Sunday 🙏🏻 https://t.co/plaru5p6j2
962,"Ada ""Kasus Pembunuhan"" yang sulit untuk dituntaskan dan ngga berapa lama timbul suara-suara protes karena masalah ""pertalite"" mungkin akan ada kelanjutannya tapi entah , lalu trending ""Bjorka"" dengan kebocoran data dan apa kedua agenda dibawah untuk mengalihkan fokus 🤔?"
963,"Hujan deras seharian dan banyak genangan , ngga mungkin dong salah pemerintah...hanya mengevaluasi kenangan yang pernah terendam...☕️"
964,@hannajoe20 Mereka punya IQ super juga dibidang sandi sistem
965,"@hannajoe20 Biasanya diburu untuk dijadikan pekerja dengan tawaran gaji selangit tapi ilmu otodidaknya ngga ke pakai karena terikat dengan prosedur perusahaan , kalo bebaskan bisa bikin istana sendiri tanpa terikat prosedur"
966,"@hannajoe20 Berarti anak itu punya skill super , bisa dibilang jauh di atas rata2 dari yang standar...speednya itu yang berharga"
967,"@hannajoe20 Kalo hacker murni itu berhadapan dengan targetnya dan tidak ke medsos  jadi akun ke akun, kalo hacker dibumbui sponsor itu bermain langsung ke media publik biar mental targetnya panik"
968,@hannajoe20 Berarti ada yang bermain untuk menghilangkan fokus
969,"Kemarin berikan keterangan beda , sekarang diburu 🤦🏼‍♂️🤣...bagaimana dengan kisah akun opposite/BuronanMabes yang sempat bikin heboh , ditangkapkah 🤔 https://t.co/M2yKLCAf9m"
970,@Madebylaluna Berbeda bikin rasa atau dari rasa itu ada yang berbeda 🤔
971,@Madebylaluna Kalbu rasa apa 🤔
972,Terkadang bahasa hati butuh lebih banyak waktu untuk menerima apa yang sudah diketahui karakter pikiran...☕️
973,"Punya skill belum tentu mampu menyelesaikan dan punya kemampuan lebih belum tentu bisa dipercaya , artinya harus tetap belajar mengevaluasi dari kekurangan, kelemahan dan kesombongan...☕️"
974,@Cintada16 Awas di blakang pintu 🫣
975,Stengah-stengah 😴 https://t.co/5TLYAHckuH
976,@MorinBlue14 💙🤗😊💙
977,Rest In Peace 🙏🏻 https://t.co/HGFz7eHRyS
978,Congrats 💙✊🏼 https://t.co/FmuqH0cL3w
979,"Learn to give without any reason, nobody has everything but everybody has something... https://t.co/kfr7RObEJS"
980,Sibernya molor 😴 https://t.co/fb5Gtn2P3Q
981,Jangan lupa tanggal 13 sept 2022 bawa microphone buat acara perpisahan 🙄🤣🫢 https://t.co/AsrLxCN8R7
982,📌...🫣 https://t.co/7nw9WaBOsR https://t.co/oYdUwaaoSj
983,"Yang usulkan pakai lie detector itu siapa ya mak ? , karena ngga masuk akal tes uji kebohongan dengan alat 🤔 https://t.co/J0Kqt62VtZ"
984,📌...☕️ https://t.co/qWtQl5P0PT
985,Dan jawaban Negara: ngga nanya 🤣 https://t.co/h1fQ66hwbh
986,@TreeKedua Menghibur diri sendiri karena waktunya sudah hampir habis di DKI 1 🤣
987,Saling bernyanyi setelah disindir hacker...🤣 https://t.co/ZGJO6mY61h
988,"Kirain cuma emsi dan pokalis yang bawa microphone sendiri, ternyata ada yang ke KPK bawa juga... 🤣🫢"
989,"Dari awal sudah janggal , ditambah kejanggalan rekontruksi dengan dua versi ... dari sinilah kelemahan penyidik ... https://t.co/8VlVPd0p5c"
990,Mantap Pak @YaqutCQoumas ✊🏼🇮🇩 https://t.co/FCmU7IriWv
991,"Biar dianggap ok 🤣, prettt https://t.co/ZvSQctq7q5"
992,Mantap Pak @jokowi 🇮🇩✊🏼 https://t.co/5fV67KIi1M
993,"Kalau udah ngga mampu mengatasi , kenapa harus melebar kemana-mana dan lebih baik mundur dengar teratur 😴 https://t.co/kcPydnuLs1"
994,"Ganti Kabareskrimnya, mak ✊🏼 https://t.co/wlmPrSBoHx"
995,"@DIVA_NKRI Dua periode aja mereka sudah setengah gila , apalagi tiga periode 🤣🫢"
996,"Fungsi otak bukan untuk boker , jadi ngga perlu bikin opini buntu https://t.co/TjothiZoG9"
997,"Ganti saja penyidiknya dengan yang berani dan tegas untuk handle pihak2 yang intervensi dari lingkaran internal, tetap semangat Pak ⁦@ListyoSigitP ✊🏼⁩  https://t.co/FC8pOYS10q"
998,Ngga jelas 🤣 https://t.co/6dEWoh1HxV
999,"Hanya beda pundak , ada yang gelap ...ada yang terang dan ada juga yang terlihat berwibawa... https://t.co/1xdxDPyGQm"
1000,@Madebylaluna Ahh masa sih 🫣😂
