,Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,Follower Count,Following Count
8427,1497186686240837632,2022-02-25 12:28:17+00:00,https://twitter.com/__Bungs/status/1497186686240837632,@amatbejo_ Bisa di tangguhkan twitter ya 😁,1,1,0,,1431943911749029891,amatbejo_,,3165.0,3801.0
8428,1497186533392089088,2022-02-25 12:27:40+00:00,https://twitter.com/__Bungs/status/1497186533392089088,@aravaller13 Ada yang atur dan yang komporin,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8429,1497186083498430471,2022-02-25 12:25:53+00:00,https://twitter.com/__Bungs/status/1497186083498430471,@AlCatrazorinokw 🤣......😂,1,1,0,,1256896560081723392,khriss_bara,Pos Ronda Sebelah Masjid,3833.0,3856.0
8430,1497185861779165185,2022-02-25 12:25:00+00:00,https://twitter.com/__Bungs/status/1497185861779165185,"@aravaller13 Mudah kok , cuma ngga makan malam 2 minggu hanya buah dan air putih .. hanya saran 😁",1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8431,1497185508300001281,2022-02-25 12:23:36+00:00,https://twitter.com/__Bungs/status/1497185508300001281,"@poci_imoetz_ Berartikan ada penghasut untuk menjadi konflik , dan mereka itu yang untung secara bisnis politik 😁",1,1,0,,1371326417531637761,poooo_ciimoetzz,"Kota Bukittinggi, Sumatera Bar",5541.0,4859.0
8432,1497184988478930947,2022-02-25 12:21:32+00:00,https://twitter.com/__Bungs/status/1497184988478930947,@aravaller13 Job lagi kosong mungkin 🤣,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8433,1497183115831234560,2022-02-25 12:14:05+00:00,https://twitter.com/__Bungs/status/1497183115831234560,Nah 🤭 https://t.co/iLEX8oQEtn,2,1,0,,,,,,
8434,1497182788025413632,2022-02-25 12:12:47+00:00,https://twitter.com/__Bungs/status/1497182788025413632,@Rosses1Black Sama kepalanya dipijitin ya mba 😁,1,1,0,,892290867582468097,Rosses1Black,Nusantara Pertiwi,11909.0,6240.0
8435,1497182611562582017,2022-02-25 12:12:05+00:00,https://twitter.com/__Bungs/status/1497182611562582017,Ruwet 😔 https://t.co/xzPbzhImFx,3,2,1,,,,,,
8436,1497181051587739651,2022-02-25 12:05:53+00:00,https://twitter.com/__Bungs/status/1497181051587739651,@aravaller13 Diet juga makan tapi porsinya yang dikurangin kan karbonya aja 😁,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8437,1497180641804177413,2022-02-25 12:04:15+00:00,https://twitter.com/__Bungs/status/1497180641804177413,@aravaller13 Abis 🤭,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8438,1497169262250577921,2022-02-25 11:19:02+00:00,https://twitter.com/__Bungs/status/1497169262250577921,@sekarsaribae Iya betul 😁,1,0,0,,1330131228134150146,sekarsaribae,diujung nan jauh,2658.0,2472.0
8439,1497168545955790851,2022-02-25 11:16:12+00:00,https://twitter.com/__Bungs/status/1497168545955790851,Mungkin anda kurang telen obat nyamuk 😤 https://t.co/5peegOkf6o,1,0,0,,,,,,
8440,1497167298112540672,2022-02-25 11:11:14+00:00,https://twitter.com/__Bungs/status/1497167298112540672,"@DavidWijaya82 Kalo udah ada fatwanya, tolong di foto .. 😁🤭",4,1,0,,1180541549643304960,DavidWijaya82,,47786.0,27663.0
8441,1497166565988466690,2022-02-25 11:08:19+00:00,https://twitter.com/__Bungs/status/1497166565988466690,@KaredokLeunca__ Plus kulit keong mak biar renyah 🤣🤭,0,0,0,,1271319727751610385,KaredokLeunca__,Di Jero Imah,28721.0,7035.0
8442,1497166427513524224,2022-02-25 11:07:46+00:00,https://twitter.com/__Bungs/status/1497166427513524224,"@4nggi4 Bisa dipesen di olshop moy, yang mangkal lagi langka .. kalo ada pun ngga kebagian 😁",2,1,0,,1401022053264723972,4nggi4,Jakarta Capital Region,17039.0,13998.0
8443,1497166198466703362,2022-02-25 11:06:52+00:00,https://twitter.com/__Bungs/status/1497166198466703362,@aravaller13 Makanlah 😁😇,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8444,1497166100206735360,2022-02-25 11:06:28+00:00,https://twitter.com/__Bungs/status/1497166100206735360,"@wiena_kinasih Ngga doyan daging ayam, wien 🤔?",1,0,0,,799950410102370306,wiena_kinasih,Singapore,10830.0,6967.0
8445,1497160161214881793,2022-02-25 10:42:52+00:00,https://twitter.com/__Bungs/status/1497160161214881793,@mahesa_rini2 Mantap 😁👍🏻,0,0,0,,,,,,
8446,1497160090096263169,2022-02-25 10:42:36+00:00,https://twitter.com/__Bungs/status/1497160090096263169,@4nggi4 Momoy 🤟🏻☕️,1,1,0,,1401022053264723972,4nggi4,Jakarta Capital Region,17039.0,13998.0
8447,1497159989730840576,2022-02-25 10:42:12+00:00,https://twitter.com/__Bungs/status/1497159989730840576,Spinach and Cheese Stuffed Chicken Breast https://t.co/cJBL1yupmS,17,3,1,,,,,,
8448,1497158996595130375,2022-02-25 10:38:15+00:00,https://twitter.com/__Bungs/status/1497158996595130375,"@KaredokLeunca__ Kirim makanan mak ke akun ituh , kasian 😔😂🤭",3,1,0,,1271319727751610385,KaredokLeunca__,Di Jero Imah,28721.0,7035.0
